1,10000001,0.112506,0.201160
10001,10000001,0.097251,0.098717
20001,10000001,0.095607,0.100131
30001,10000001,0.097943,0.110565
40001,10000001,0.129284,0.103650
50001,10000001,0.095612,0.100319
60001,10000001,0.094915,0.097045
70001,10000001,0.096101,0.097206
80001,10000001,0.094307,0.095453
90001,10000001,0.096244,0.092393
100001,10000001,0.095341,0.097969
110001,10000001,0.095517,0.095483
120001,10000001,0.096822,0.095413
130001,10000001,0.097082,0.097570
140001,10000001,0.097002,0.095359
150001,10000001,0.096257,0.097681
160001,10000001,0.095407,0.098757
170001,10000001,0.095904,0.098089
180001,10000001,0.095534,0.095468
190001,10000001,0.095460,0.098618
200001,10000001,0.096249,0.094608
210001,10000001,0.096268,0.092567
220001,10000001,0.095508,0.092306
230001,10000001,0.095193,0.094930
240001,10000001,0.095793,0.095534
250001,10000001,0.095490,0.094661
260001,10000001,0.096274,0.097857
270001,10000001,0.096170,0.095166
280001,10000001,0.095611,0.098197
290001,10000001,0.095627,0.098132
300001,10000001,0.095995,0.098575
310001,10000001,0.095513,0.098594
320001,10000001,0.096181,0.097679
330001,10000001,0.095963,0.094446
340001,10000001,0.096529,0.097898
350001,10000001,0.095714,0.094537
360001,10000001,0.096078,0.095855
370001,10000001,0.096853,0.097304
380001,10000001,0.096412,0.096586
390001,10000001,0.096174,0.098221
400001,10000001,0.096923,0.094861
410001,10000001,0.096205,0.097290
420001,10000001,0.097019,0.097382
430001,10000001,0.097271,0.093928
440001,10000001,0.097507,0.097241
450001,10000001,0.097051,0.095764
460001,10000001,0.098086,0.091104
470001,10000001,0.097113,0.094088
480001,10000001,0.097799,0.097281
490001,10000001,0.097661,0.094625
500001,10000001,0.097722,0.094545
510001,10000001,0.097751,0.094387
520001,10000001,0.098512,0.095419
530001,10000001,0.097588,0.094660
540001,10000001,0.097283,0.094733
550001,10000001,0.097351,0.092363
560001,10000001,0.097606,0.096839
570001,10000001,0.098318,0.097731
580001,10000001,0.097891,0.096383
590001,10000001,0.098981,0.091926
600001,10000001,0.097861,0.095411
610001,10000001,0.097754,0.096237
620001,10000001,0.098537,0.097481
630001,10000001,0.097819,0.096986
640001,10000001,0.097872,0.095925
650001,10000001,0.098386,0.090460
660001,10000001,0.098339,0.094994
670001,10000001,0.098854,0.094480
680001,10000001,0.098419,0.098166
690001,10000001,0.098955,0.094332
700001,10000001,0.097920,0.090947
710001,10000001,0.098436,0.097320
720001,10000001,0.098789,0.089264
730001,10000001,0.098751,0.095063
740001,10000001,0.099029,0.097380
750001,10000001,0.098754,0.094749
760001,10000001,0.098718,0.094455
770001,10000001,0.099146,0.094406
780001,10000001,0.099614,0.098220
790001,10000001,0.099602,0.094476
800001,10000001,0.098954,0.097044
810001,10000001,0.099870,0.094231
820001,10000001,0.099556,0.092924
830001,10000001,0.099828,0.097561
840001,10000001,0.100953,0.095443
850001,10000001,0.100385,0.098013
860001,10000001,0.099510,0.099909
870001,10000001,0.099494,0.095193
880001,10000001,0.099255,0.097876
890001,10000001,0.099613,0.098629
900001,10000001,0.099014,0.097842
910001,10000001,0.098959,0.094635
920001,10000001,0.099418,0.096579
930001,10000001,0.099064,0.094920
940001,10000001,0.099572,0.096878
950001,10000001,0.099393,0.094662
960001,10000001,0.099749,0.098015
970001,10000001,0.099438,0.098391
980001,10000001,0.099537,0.094504
990001,10000001,0.100465,0.094885
1000001,10000001,0.100486,0.094977
1010001,10000001,0.101099,0.096602
1020001,10000001,0.100467,0.094176
1030001,10000001,0.100083,0.095045
1040001,10000001,0.100478,0.094804
1050001,10000001,0.100697,0.094173
1060001,10000001,0.100922,0.097058
1070001,10000001,0.100324,0.097203
1080001,10000001,0.100841,0.096558
1090001,10000001,0.100785,0.095867
1100001,10000001,0.100723,0.097098
1110001,10000001,0.101216,0.095171
1120001,10000001,0.100370,0.094340
1130001,10000001,0.100820,0.091808
1140001,10000001,0.100582,0.095418
1150001,10000001,0.100959,0.095284
1160001,10000001,0.100673,0.097625
1170001,10000001,0.101357,0.090516
1180001,10000001,0.100351,0.095752
1190001,10000001,0.100980,0.094467
1200001,10000001,0.101148,0.099312
1210001,10000001,0.101068,0.098944
1220001,10000001,0.100991,0.099314
1230001,10000001,0.102220,0.098591
1240001,10000001,0.101954,0.096850
1250001,10000001,0.101319,0.097624
1260001,10000001,0.102038,0.093352
1270001,10000001,0.101781,0.091889
1280001,10000001,0.102213,0.097504
1290001,10000001,0.102344,0.094742
1300001,10000001,0.101159,0.090525
1310001,10000001,0.103149,0.105890
1320001,10000001,0.102999,0.095386
1330001,10000001,0.102081,0.094123
1340001,10000001,0.101832,0.094676
1350001,10000001,0.101502,0.090607
1360001,10000001,0.101399,0.095509
1370001,10000001,0.101669,0.094846
1380001,10000001,0.101981,0.094903
1390001,10000001,0.102469,0.094223
1400001,10000001,0.102154,0.089436
1410001,10000001,0.102386,0.097081
1420001,10000001,0.102870,0.094730
1430001,10000001,0.102657,0.094670
1440001,10000001,0.102421,0.094381
1450001,10000001,0.103964,0.092090
1460001,10000001,0.103378,0.093929
1470001,10000001,0.103393,0.096670
1480001,10000001,0.103234,0.096817
1490001,10000001,0.103007,0.097377
1500001,10000001,0.102607,0.098121
1510001,10000001,0.102255,0.089567
1520001,10000001,0.102408,0.094729
1530001,10000001,0.103209,0.094411
1540001,10000001,0.103246,0.099025
1550001,10000001,0.102609,0.094522
1560001,10000001,0.103315,0.097866
1570001,10000001,0.104076,0.097302
1580001,10000001,0.103015,0.094343
1590001,10000001,0.103345,0.099342
1600001,10000001,0.105745,0.098765
1610001,10000001,0.103628,0.096540
1620001,10000001,0.102842,0.096839
1630001,10000001,0.103345,0.099302
1640001,10000001,0.103441,0.094599
1650001,10000001,0.104316,0.097628
1660001,10000001,0.104039,0.092667
1670001,10000001,0.103322,0.094027
1680001,10000001,0.103464,0.097511
1690001,10000001,0.103667,0.097628
1700001,10000001,0.103986,0.095580
1710001,10000001,0.103512,0.094789
1720001,10000001,0.103998,0.097798
1730001,10000001,0.103707,0.096670
1740001,10000001,0.103751,0.097567
1750001,10000001,0.104905,0.096605
1760001,10000001,0.103475,0.093369
1770001,10000001,0.104444,0.094748
1780001,10000001,0.104312,0.097513
1790001,10000001,0.104631,0.093898
1800001,10000001,0.104509,0.098021
1810001,10000001,0.104207,0.096257
1820001,10000001,0.104765,0.094753
1830001,10000001,0.105273,0.095069
1840001,10000001,0.104705,0.093743
1850001,10000001,0.104751,0.098502
1860001,10000001,0.104180,0.090212
1870001,10000001,0.105581,0.095760
1880001,10000001,0.105456,0.096534
1890001,10000001,0.104844,0.092582
1900001,10000001,0.106228,0.094341
1910001,10000001,0.105215,0.095512
1920001,10000001,0.105369,0.094162
1930001,10000001,0.104797,0.098001
1940001,10000001,0.104994,0.093565
1950001,10000001,0.108145,0.098037
1960001,10000001,0.106671,0.094875
1970001,10000001,0.105997,0.096143
1980001,10000001,0.105864,0.095139
1990001,10000001,0.105431,0.097932
2000001,10000001,0.105829,0.095247
2010001,10000001,0.105695,0.095711
2020001,10000001,0.105127,0.096549
2030001,10000001,0.105501,0.096669
2040001,10000001,0.106343,0.093110
2050001,10000001,0.106059,0.094781
2060001,10000001,0.106244,0.096847
2070001,10000001,0.105239,0.095889
2080001,10000001,0.106466,0.095960
2090001,10000001,0.106422,0.095494
2100001,10000001,0.106428,0.095574
2110001,10000001,0.105930,0.097738
2120001,10000001,0.105726,0.096858
2130001,10000001,0.106721,0.094737
2140001,10000001,0.106864,0.090556
2150001,10000001,0.106310,0.097580
2160001,10000001,0.105928,0.096041
2170001,10000001,0.106373,0.094932
2180001,10000001,0.106515,0.097024
2190001,10000001,0.107535,0.094992
2200001,10000001,0.107189,0.094431
2210001,10000001,0.106906,0.092183
2220001,10000001,0.106428,0.095556
2230001,10000001,0.106923,0.095410
2240001,10000001,0.106351,0.093621
2250001,10000001,0.106162,0.097705
2260001,10000001,0.107500,0.094316
2270001,10000001,0.107754,0.094420
2280001,10000001,0.110608,0.097425
2290001,10000001,0.106167,0.096121
2300001,10000001,0.109004,0.097598
2310001,10000001,0.106954,0.096947
2320001,10000001,0.108718,0.094172
2330001,10000001,0.107843,0.097182
2340001,10000001,0.107520,0.094239
2350001,10000001,0.108079,0.094787
2360001,10000001,0.107801,0.097361
2370001,10000001,0.107230,0.096784
2380001,10000001,0.108437,0.097209
2390001,10000001,0.108289,0.097627
2400001,10000001,0.107961,0.095056
2410001,10000001,0.108245,0.096075
2420001,10000001,0.107559,0.097300
2430001,10000001,0.108634,0.097324
2440001,10000001,0.108811,0.096719
2450001,10000001,0.108725,0.094620
2460001,10000001,0.108686,0.098574
2470001,10000001,0.108783,0.097559
2480001,10000001,0.108734,0.095510
2490001,10000001,0.108441,0.097940
2500001,10000001,0.107832,0.097604
2510001,10000001,0.107949,0.094932
2520001,10000001,0.108389,0.096553
2530001,10000001,0.110150,0.097470
2540001,10000001,0.108708,0.097147
2550001,10000001,0.107882,0.097032
2560001,10000001,0.109464,0.095033
2570001,10000001,0.109279,0.096569
2580001,10000001,0.109745,0.096820
2590001,10000001,0.109400,0.093039
2600001,10000001,0.109164,0.095511
2610001,10000001,0.108955,0.093461
2620001,10000001,0.108910,0.094311
2630001,10000001,0.109086,0.094333
2640001,10000001,0.110697,0.095324
2650001,10000001,0.110486,0.096423
2660001,10000001,0.108949,0.097005
2670001,10000001,0.109232,0.096924
2680001,10000001,0.109489,0.094623
2690001,10000001,0.110525,0.096287
2700001,10000001,0.109294,0.094672
2710001,10000001,0.108957,0.092465
2720001,10000001,0.109946,0.094230
2730001,10000001,0.110284,0.095121
2740001,10000001,0.114161,0.096460
2750001,10000001,0.111669,0.097198
2760001,10000001,0.110993,0.095767
2770001,10000001,0.110178,0.096368
2780001,10000001,0.111366,0.096744
2790001,10000001,0.110994,0.093390
2800001,10000001,0.110541,0.095966
2810001,10000001,0.110532,0.097340
2820001,10000001,0.110475,0.092513
2830001,10000001,0.110420,0.094895
2840001,10000001,0.110319,0.092559
2850001,10000001,0.111532,0.095464
2860001,10000001,0.111122,0.097806
2870001,10000001,0.111230,0.097608
2880001,10000001,0.110750,0.094383
2890001,10000001,0.110993,0.097119
2900001,10000001,0.110747,0.096829
2910001,10000001,0.110732,0.094698
2920001,10000001,0.110756,0.095886
2930001,10000001,0.111147,0.091300
2940001,10000001,0.111505,0.094972
2950001,10000001,0.110896,0.095589
2960001,10000001,0.111205,0.098984
2970001,10000001,0.111874,0.101540
2980001,10000001,0.112936,0.097897
2990001,10000001,0.115354,0.096881
3000001,10000001,0.112131,0.096807
3010001,10000001,0.122910,0.096969
3020001,10000001,0.114118,0.098770
3030001,10000001,0.117377,0.097603
3040001,10000001,0.113076,0.091000
3050001,10000001,0.114703,0.099565
3060001,10000001,0.116963,0.096815
3070001,10000001,0.113886,0.096921
3080001,10000001,0.113989,0.098786
3090001,10000001,0.114492,0.097331
3100001,10000001,0.114997,0.099957
3110001,10000001,0.118107,0.098459
3120001,10000001,0.116548,0.100627
3130001,10000001,0.116142,0.100555
3140001,10000001,0.118481,0.100019
3150001,10000001,0.117128,0.094480
3160001,10000001,0.114548,0.099133
3170001,10000001,0.112219,0.096192
3180001,10000001,0.114527,0.094709
3190001,10000001,0.111912,0.095677
3200001,10000001,0.113012,0.097104
3210001,10000001,0.112272,0.097702
3220001,10000001,0.112994,0.093965
3230001,10000001,0.111992,0.094552
3240001,10000001,0.115129,0.093327
3250001,10000001,0.116028,0.100215
