1,1000,0.000032,0.000025
11,11000,0.000166,0.000531
21,21000,0.000313,0.001731
31,31000,0.000438,0.003393
41,41000,0.000531,0.006129
51,51000,0.000705,0.007373
61,61000,0.000855,0.010393
71,71000,0.001071,0.013420
81,81000,0.001060,0.016775
91,91000,0.001286,0.021007
101,101000,0.001425,0.027145
111,111000,0.002015,0.032289
121,121000,0.001726,0.036986
131,131000,0.002057,0.043614
141,141000,0.002836,0.055041
151,151000,0.002212,0.057160
161,161000,0.002538,0.073001
171,171000,0.002499,0.083513
181,181000,0.002444,0.079635
191,191000,0.002812,0.088874
201,201000,0.002628,0.096969
211,211000,0.003043,0.112302
221,221000,0.003122,0.121489
231,231000,0.004239,0.170084
241,241000,0.004487,0.137793
251,251000,0.003639,0.151592
261,261000,0.003528,0.160488
271,271000,0.004104,0.174137
281,281000,0.003716,0.198244
291,291000,0.004073,0.202072
301,301000,0.004071,0.213237
311,311000,0.004060,0.226972
321,321000,0.004920,0.242766
331,331000,0.004958,0.259585
341,341000,0.004809,0.271139
351,351000,0.004865,0.289219
361,361000,0.005002,0.307961
371,371000,0.005902,0.321878
381,381000,0.005130,0.338139
391,391000,0.005411,0.357031
401,401000,0.005689,0.375800
411,411000,0.005541,0.394141
421,421000,0.005666,0.411143
431,431000,0.005524,0.429545
441,441000,0.006347,0.451566
451,451000,0.006409,0.471212
461,461000,0.005930,0.492903
471,471000,0.007019,0.514420
481,481000,0.007565,0.538075
491,491000,0.006842,0.558578
501,501000,0.007765,0.580817
511,511000,0.007382,0.603495
521,521000,0.007621,0.627516
531,531000,0.007586,0.655308
541,541000,0.007393,0.678019
551,551000,0.007926,0.701271
561,561000,0.008175,0.727144
571,571000,0.007734,0.750997
581,581000,0.007929,0.778036
591,591000,0.007903,0.803311
601,601000,0.008745,0.832326
611,611000,0.008424,0.859266
621,621000,0.008316,0.885922
631,631000,0.008347,0.922829
641,641000,0.008541,0.943727
651,651000,0.008562,0.973078
661,661000,0.009070,1.005262
671,671000,0.008670,1.034636
681,681000,0.009693,1.064513
691,691000,0.008882,1.094717
701,701000,0.010257,1.129691
711,711000,0.013634,1.163718
721,721000,0.010802,1.196143
731,731000,0.010480,1.225002
741,741000,0.010696,1.257799
751,751000,0.011262,1.295259
761,761000,0.011162,1.327687
771,771000,0.011094,1.364894
781,781000,0.011148,1.396921
791,791000,0.011425,1.434741
801,801000,0.011715,1.470109
811,811000,0.011402,1.507508
821,821000,0.011231,1.546326
831,831000,0.011788,1.582833
841,841000,0.011719,1.617426
851,851000,0.011950,1.658020
861,861000,0.012356,1.694163
871,871000,0.012158,1.737512
881,881000,0.012318,1.775347
891,891000,0.012288,1.815464
901,901000,0.012753,1.857594
911,911000,0.012811,1.902716
921,921000,0.012469,1.939136
931,931000,0.012909,1.979084
941,941000,0.013128,2.023833
951,951000,0.012858,2.069355
961,961000,0.013978,2.107674
971,971000,0.013109,2.154229
981,981000,0.013343,2.197765
991,991000,0.013346,2.242333
1001,1001000,0.013180,2.285637
